epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,444.727,0.06775,0.70136,0.88984,0.74736,0.6001,0.71121,0.70495,0.20338,0.82153,0.08812,0.00058175,0.00058175,0.00058175
29,460.804,0.06453,0.69859,0.88761,0.69547,0.71445,0.78504,0.77622,0.18489,0.74831,0.08427,0.000557,0.000557,0.000557
30,476.948,0.06432,0.68802,0.88741,0.69129,0.78873,0.79956,0.78819,0.20101,0.76634,0.0933,0.00053225,0.00053225,0.00053225
31,492.707,0.06154,0.68397,0.88936,0.69707,0.73454,0.78034,0.75474,0.18942,0.83373,0.08781,0.0005075,0.0005075,0.0005075
32,508.428,0.05972,0.67977,0.88775,0.70092,0.75027,0.7931,0.76867,0.22204,0.92961,0.09888,0.00048275,0.00048275,0.00048275
33,524.147,0.06023,0.67405,0.88893,0.64558,0.75692,0.77411,0.74483,0.22733,0.94654,0.10199,0.000458,0.000458,0.000458
34,539.837,0.05848,0.6517,0.8881,0.65516,0.78056,0.78282,0.77097,0.18433,0.86888,0.08719,0.00043325,0.00043325,0.00043325
35,555.441,0.05461,0.65177,0.88666,0.72538,0.6766,0.76911,0.75395,0.21313,0.82337,0.09426,0.0004085,0.0004085,0.0004085
36,571.106,0.05522,0.64335,0.88586,0.65398,0.80821,0.79006,0.7731,0.20738,0.78467,0.09484,0.00038375,0.00038375,0.00038375
37,586.808,0.05454,0.62154,0.88578,0.7062,0.71646,0.79329,0.76242,0.20787,1.01752,0.08631,0.000359,0.000359,0.000359
38,602.468,0.05356,0.62712,0.88746,0.59422,0.82395,0.76264,0.70062,0.25006,1.28718,0.13859,0.00033425,0.00033425,0.00033425
39,618.164,0.05194,0.63051,0.88782,0.75991,0.70177,0.79759,0.77218,0.24043,0.93912,0.14499,0.0003095,0.0003095,0.0003095
40,633.82,0.05121,0.61176,0.88819,0.68585,0.76824,0.80569,0.78213,0.21618,0.93273,0.11941,0.00028475,0.00028475,0.00028475
41,650.095,0.04723,0.4718,0.90347,0.67451,0.79097,0.80912,0.79641,0.21188,0.88801,0.08351,0.00026,0.00026,0.00026
42,665.965,0.03735,0.42674,0.90251,0.72692,0.7398,0.80382,0.77692,0.2287,0.84966,0.09059,0.00023525,0.00023525,0.00023525
43,681.704,0.03486,0.38392,0.90184,0.71329,0.7458,0.79396,0.78386,0.20395,0.87094,0.08444,0.0002105,0.0002105,0.0002105
44,697.354,0.03121,0.36844,0.90212,0.67739,0.77225,0.79239,0.77263,0.21996,0.96772,0.08583,0.00018575,0.00018575,0.00018575
45,713.015,0.03119,0.34911,0.89856,0.69684,0.79571,0.80567,0.78572,0.21265,0.95395,0.08372,0.000161,0.000161,0.000161
46,728.696,0.02876,0.33168,0.89501,0.68413,0.84773,0.82207,0.8062,0.20796,0.84506,0.08425,0.00013625,0.00013625,0.00013625
47,744.449,0.02815,0.31219,0.89345,0.72956,0.78379,0.82682,0.80376,0.1965,0.91289,0.08117,0.0001115,0.0001115,0.0001115
48,760.201,0.02588,0.28893,0.90002,0.73968,0.79352,0.8215,0.8004,0.20133,0.86768,0.08506,8.675e-05,8.675e-05,8.675e-05
49,775.917,0.02493,0.27609,0.90172,0.76421,0.79174,0.82295,0.80479,0.20438,0.88547,0.08478,6.2e-05,6.2e-05,6.2e-05
50,791.622,0.0232,0.25146,0.90138,0.71977,0.80731,0.82509,0.80766,0.19087,0.84377,0.08004,3.725e-05,3.725e-05,3.725e-05
