epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
32,153.267,0.26036,0.88354,1,0.87582,0.000494873,0.000494873,0.000494873
33,157.837,0.26016,0.86674,1,0.88442,0.000487805,0.000487805,0.000487805
34,162.535,0.23671,0.88354,1,0.87868,0.000480736,0.000480736,0.000480736
35,167.232,0.23766,0.8701,1,0.8828,0.000473668,0.000473668,0.000473668
36,171.949,0.21654,0.89698,1,0.8618,0.000466599,0.000466599,0.000466599
37,176.67,0.21264,0.88578,1,0.86846,0.00045953,0.00045953,0.00045953
38,181.395,0.19948,0.88242,1,0.87106,0.000452462,0.000452462,0.000452462
39,186.05,0.20105,0.88578,1,0.86768,0.000445393,0.000445393,0.000445393
40,190.739,0.21572,0.87234,1,0.87516,0.000438325,0.000438325,0.000438325
41,195.444,0.21367,0.86786,1,0.87871,0.000431256,0.000431256,0.000431256
42,200.156,0.1905,0.8813,1,0.86761,0.000424187,0.000424187,0.000424187
43,204.865,0.19667,0.8925,1,0.86046,0.000417119,0.000417119,0.000417119
44,209.556,0.1916,0.88802,1,0.86536,0.00041005,0.00041005,0.00041005
45,214.155,0.18332,0.87458,1,0.86567,0.000402982,0.000402982,0.000402982
46,218.791,0.18062,0.88354,1,0.86046,0.000395913,0.000395913,0.000395913
47,223.438,0.18657,0.8925,1,0.85976,0.000388844,0.000388844,0.000388844
48,228.203,0.16787,0.89586,1,0.86169,0.000381776,0.000381776,0.000381776
49,232.9,0.16662,0.89138,1,0.85958,0.000374707,0.000374707,0.000374707
50,237.602,0.17036,0.89138,1,0.85531,0.000367639,0.000367639,0.000367639
51,242.35,0.15987,0.88578,1,0.85889,0.00036057,0.00036057,0.00036057
52,247.072,0.14735,0.89474,1,0.85624,0.000353501,0.000353501,0.000353501
53,251.805,0.14863,0.88914,1,0.85781,0.000346433,0.000346433,0.000346433
54,256.559,0.1664,0.89026,1,0.85447,0.000339364,0.000339364,0.000339364
55,261.205,0.15321,0.9037,1,0.84855,0.000332296,0.000332296,0.000332296
56,265.868,0.14294,0.90258,1,0.84989,0.000325227,0.000325227,0.000325227
57,270.393,0.14227,0.9037,1,0.84785,0.000318158,0.000318158,0.000318158
58,274.931,0.14281,0.91265,1,0.84159,0.00031109,0.00031109,0.00031109
59,279.472,0.14462,0.90258,1,0.84595,0.000304021,0.000304021,0.000304021
60,284.087,0.1379,0.89922,1,0.84464,0.000296953,0.000296953,0.000296953
61,288.793,0.12858,0.90482,1,0.84459,0.000289884,0.000289884,0.000289884
62,293.435,0.13483,0.91041,1,0.84112,0.000282815,0.000282815,0.000282815
63,298.106,0.13355,0.89586,1,0.85085,0.000275747,0.000275747,0.000275747
64,302.797,0.12612,0.90146,1,0.84147,0.000268678,0.000268678,0.000268678
65,307.471,0.12427,0.90929,1,0.84037,0.00026161,0.00026161,0.00026161
66,312.182,0.13074,0.90258,1,0.84286,0.000254541,0.000254541,0.000254541
67,316.834,0.11857,0.91041,1,0.83831,0.000247472,0.000247472,0.000247472
68,321.493,0.1036,0.90929,1,0.83897,0.000240404,0.000240404,0.000240404
69,326.115,0.11305,0.91265,1,0.83397,0.000233335,0.000233335,0.000233335
70,330.728,0.11684,0.90817,1,0.83808,0.000226267,0.000226267,0.000226267
71,335.432,0.11542,0.91153,1,0.83819,0.000219198,0.000219198,0.000219198
72,340.078,0.11427,0.91713,1,0.83512,0.000212129,0.000212129,0.000212129
73,344.763,0.10091,0.91265,1,0.8385,0.000205061,0.000205061,0.000205061
74,349.459,0.10862,0.91601,1,0.83255,0.000197992,0.000197992,0.000197992
75,354.209,0.10552,0.91041,1,0.83843,0.000190924,0.000190924,0.000190924
76,358.913,0.1056,0.91153,1,0.83592,0.000183855,0.000183855,0.000183855
77,363.624,0.10799,0.91377,1,0.83496,0.000176786,0.000176786,0.000176786
78,368.305,0.09611,0.91713,1,0.83318,0.000169718,0.000169718,0.000169718
79,372.966,0.10054,0.91489,1,0.83222,0.000162649,0.000162649,0.000162649
80,377.639,0.09505,0.91489,1,0.83252,0.000155581,0.000155581,0.000155581
81,382.37,0.10434,0.91265,1,0.83313,0.000148512,0.000148512,0.000148512
82,387.036,0.09775,0.91489,1,0.82936,0.000141443,0.000141443,0.000141443
83,391.704,0.09423,0.91601,1,0.82933,0.000134375,0.000134375,0.000134375
84,396.451,0.09539,0.92385,1,0.82626,0.000127306,0.000127306,0.000127306
85,401.142,0.08772,0.92385,1,0.82663,0.000120238,0.000120238,0.000120238
86,405.833,0.09687,0.92385,1,0.82832,0.000113169,0.000113169,0.000113169
87,410.485,0.09014,0.91713,1,0.82901,0.0001061,0.0001061,0.0001061
88,415.14,0.08604,0.91825,1,0.82846,9.90318e-05,9.90318e-05,9.90318e-05
89,419.917,0.09056,0.92273,1,0.82617,9.19632e-05,9.19632e-05,9.19632e-05
90,424.682,0.07479,0.91825,1,0.82853,8.48946e-05,8.48946e-05,8.48946e-05
91,429.784,0.08617,0.91601,1,0.82931,7.7826e-05,7.7826e-05,7.7826e-05
92,434.422,0.09019,0.91937,1,0.82821,7.07574e-05,7.07574e-05,7.07574e-05
93,439.108,0.08145,0.91601,1,0.82926,6.36888e-05,6.36888e-05,6.36888e-05
94,443.852,0.0843,0.91825,1,0.82816,5.66202e-05,5.66202e-05,5.66202e-05
95,448.623,0.08689,0.91825,1,0.8287,4.95516e-05,4.95516e-05,4.95516e-05
96,453.39,0.08255,0.91377,1,0.82987,4.2483e-05,4.2483e-05,4.2483e-05
97,458.001,0.08431,0.91713,1,0.82872,3.54144e-05,3.54144e-05,3.54144e-05
98,462.699,0.08038,0.91601,1,0.82856,2.83458e-05,2.83458e-05,2.83458e-05
99,467.416,0.08089,0.91825,1,0.82785,2.12772e-05,2.12772e-05,2.12772e-05
100,472.015,0.07087,0.91713,1,0.82778,1.42086e-05,1.42086e-05,1.42086e-05
