epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,138.758,0.09488,0.81477,0.89461,0.72002,0.53464,0.5381,0.53783,0.20859,1.97592,0.09367,0.00092825,0.00092825,0.00092825
15,148.508,0.08922,0.79895,0.89384,0.59347,0.71856,0.68513,0.67962,0.16447,0.96192,0.19869,0.0009035,0.0009035,0.0009035
16,158.151,0.09134,0.79872,0.89379,0.59956,0.61621,0.62683,0.60839,0.29927,1.62176,0.1495,0.00087875,0.00087875,0.00087875
17,167.884,0.08724,0.78901,0.89176,0.50525,0.66215,0.59481,0.59323,0.23883,1.08532,0.1527,0.000854,0.000854,0.000854
18,177.484,0.08726,0.78566,0.89245,0.59437,0.81957,0.76777,0.76587,0.19184,0.77117,0.0958,0.00082925,0.00082925,0.00082925
19,187.166,0.08435,0.77899,0.89066,0.5416,0.79746,0.66526,0.65356,0.20649,0.99986,0.1688,0.0008045,0.0008045,0.0008045
20,196.765,0.07978,0.76271,0.88994,0.63126,0.7843,0.76292,0.76108,0.19717,0.8018,0.12047,0.00077975,0.00077975,0.00077975
21,206.341,0.08045,0.75329,0.88765,0.62792,0.70729,0.6949,0.69084,0.22794,0.87133,0.19736,0.000755,0.000755,0.000755
22,215.971,0.07776,0.7643,0.88714,0.63396,0.75464,0.74469,0.72394,0.25907,0.77488,0.15395,0.00073025,0.00073025,0.00073025
23,225.567,0.0783,0.74984,0.89012,0.6589,0.6975,0.72293,0.71991,0.25993,1.18695,0.13998,0.0007055,0.0007055,0.0007055
24,235.156,0.07414,0.73365,0.8903,0.62003,0.66291,0.64609,0.64466,0.22443,1.22211,0.10365,0.00068075,0.00068075,0.00068075
25,244.758,0.07243,0.73501,0.89161,0.61569,0.72615,0.70955,0.70462,0.22028,0.90396,0.14613,0.000656,0.000656,0.000656
26,254.333,0.06994,0.72609,0.88993,0.58656,0.78697,0.73644,0.72975,0.2016,0.87861,0.10584,0.00063125,0.00063125,0.00063125
27,263.963,0.07274,0.72938,0.88756,0.66256,0.75384,0.7689,0.76806,0.16672,0.95657,0.14049,0.0006065,0.0006065,0.0006065
28,273.672,0.06979,0.70977,0.8913,0.71613,0.69949,0.72048,0.711,0.13692,0.97115,0.23304,0.00058175,0.00058175,0.00058175
29,283.262,0.06718,0.70939,0.8886,0.65396,0.75673,0.77431,0.77371,0.17035,0.7546,0.09229,0.000557,0.000557,0.000557
30,292.863,0.06717,0.70326,0.8893,0.58581,0.69139,0.66292,0.65716,0.15985,1.1211,0.25556,0.00053225,0.00053225,0.00053225
31,302.41,0.06422,0.69872,0.89134,0.60927,0.75221,0.73154,0.72994,0.17637,0.96208,0.09217,0.0005075,0.0005075,0.0005075
32,312.015,0.06395,0.68788,0.88891,0.66809,0.77161,0.76019,0.75577,0.14032,0.77349,0.08661,0.00048275,0.00048275,0.00048275
33,321.653,0.06491,0.68384,0.89078,0.64978,0.77195,0.78187,0.77698,0.28692,0.74706,0.14145,0.000458,0.000458,0.000458
34,331.295,0.06281,0.67776,0.89064,0.59995,0.80704,0.74947,0.74608,0.25276,1.08993,0.1299,0.00043325,0.00043325,0.00043325
35,340.903,0.05941,0.67825,0.88795,0.64563,0.68433,0.6964,0.68746,0.2678,1.13038,0.12606,0.0004085,0.0004085,0.0004085
36,350.515,0.05845,0.66586,0.88534,0.69248,0.71715,0.76614,0.7574,0.26077,0.80409,0.11721,0.00038375,0.00038375,0.00038375
37,360.077,0.0572,0.64219,0.88612,0.63948,0.74932,0.73698,0.73008,0.29063,0.87177,0.15943,0.000359,0.000359,0.000359
38,369.664,0.05631,0.65085,0.8875,0.65988,0.7785,0.79592,0.79066,0.23943,0.87431,0.17299,0.00033425,0.00033425,0.00033425
39,379.306,0.05608,0.64933,0.8882,0.71377,0.71963,0.76526,0.75994,0.22793,1.01702,0.10432,0.0003095,0.0003095,0.0003095
40,388.922,0.05407,0.62939,0.88932,0.63502,0.72274,0.76572,0.75985,0.24187,0.98235,0.1096,0.00028475,0.00028475,0.00028475
41,398.977,0.05116,0.54417,0.90631,0.68362,0.71773,0.77739,0.76465,0.30182,0.82529,0.14572,0.00026,0.00026,0.00026
42,408.513,0.04131,0.47442,0.90203,0.63201,0.78759,0.78543,0.77538,0.27969,0.79758,0.12027,0.00023525,0.00023525,0.00023525
43,418.042,0.0376,0.44103,0.90119,0.70349,0.78736,0.80558,0.78988,0.34438,0.78914,0.1767,0.0002105,0.0002105,0.0002105
44,427.593,0.03512,0.42702,0.90083,0.67241,0.75923,0.7867,0.77379,0.33105,0.86956,0.14301,0.00018575,0.00018575,0.00018575
45,437.114,0.03374,0.39722,0.89941,0.71261,0.71674,0.79577,0.77403,0.32045,0.84154,0.15248,0.000161,0.000161,0.000161
46,446.587,0.03114,0.38179,0.89585,0.72389,0.74045,0.79708,0.78045,0.27678,0.80593,0.12064,0.00013625,0.00013625,0.00013625
47,456.067,0.03054,0.36315,0.89581,0.67348,0.80494,0.80686,0.80168,0.26161,0.84823,0.1087,0.0001115,0.0001115,0.0001115
48,465.642,0.02882,0.3403,0.89858,0.71633,0.76567,0.80606,0.80054,0.25459,0.83767,0.12081,8.675e-05,8.675e-05,8.675e-05
49,475.195,0.02776,0.33041,0.89948,0.71061,0.76573,0.81573,0.81193,0.22828,0.82037,0.10272,6.2e-05,6.2e-05,6.2e-05
50,484.718,0.02653,0.31992,0.90134,0.68075,0.79751,0.80826,0.80457,0.22402,0.82131,0.1063,3.725e-05,3.725e-05,3.725e-05
